url,main_category,main_category_confidence,tld
http://alaan.tv,Arts_and_Entertainment,0.8114,tv
http://alc.co.jp,Career_and_Education,0.7744,jp
http://alcoberro.info,People_and_Society,0.7665,info
http://alcula.com,Science,0.6043,com
http://alexandersokolmd.com,Health,1.0,com
http://alfabeta.net,Health,0.7852,net
http://alfachina.cn,Business_and_Industry,0.5842,cn
http://algorithmictrading.net,Finance,0.5875,net
http://algriumengraving.com,Business_and_Industry,1.0,com
http://alhayat.tv,Arts_and_Entertainment,0.5831,tv
http://ali213.net,Games,0.7628,net
http://align.com.tw,Autos_and_Vehicles,0.5987,tw
http://alitrip.com,Travel,0.5653,com
http://alivehkone.com,Shopping,0.5855,com
http://aliwigs.com,Beauty_and_Fitness,0.7761,com
http://aliyun.com,Computer_and_Electronics,0.5817,com
http://alkaramstudio.com,Shopping,0.5482,com
http://all-fizika.com,Science,0.6122,com
http://allawar.net,Games,1.0,net
http://allcoin.com,Finance,0.5571,com
http://allezbriverugby.com,Sports,0.5829,com
http://allflooringinfo.com,Home_and_Garden,0.5766,com
http://allfreecrochetafghanpatterns.com,Recreation_and_Hobbies,1.0,com
http://allheart.com,Shopping,0.5852,com
http://allianceonline.co.uk,Shopping,0.5797,uk
http://allinmag.com,News_and_Media,0.7906,com
http://allpoetry.com,Books_and_Literature,0.5883,com
http://allprimeproducts.com,Shopping,0.5971,com
http://allsup.com,Finance,0.5938,com
http://allthebestfights.com,Sports,0.7799,com
http://alltobid.com,Shopping,0.6039,com
http://alluc.com,Internet_and_Telecom,1.0,com
http://allyoucanbooks.com,Books_and_Literature,1.0,com
http://almaany.com,Reference,0.8055,com
http://almountakhab.com,Sports,0.7204,com
http://alpha-wars4.com,Games,1.0,com
http://alphawars1.com,Games,0.5744,com
http://alpine.co.uk,Autos_and_Vehicles,1.0,uk
http://alpinist.com,News_and_Media,0.6219,com
http://altera.com,Computer_and_Electronics,0.7618,com
http://alternatehistory.com,Internet_and_Telecom,0.7649,com
http://alternatifkitap.com,Books_and_Literature,0.7856,com
http://alternativateatral.com,Arts_and_Entertainment,1.0,com
http://alwaystestclean.com,Health,0.5455,com
http://amac.us,Business_and_Industry,0.6062,us
http://amap.com,Reference,0.5387,com
http://amarboi.com,Books_and_Literature,0.8057,com
http://amazinavenue.com,Sports,0.5837,com
http://amazon.cn,Shopping,0.6049,cn
http://ambitiousbeauty.com,Beauty_and_Fitness,0.7929,com
http://americanaquariumproducts.com,Pets_and_Animals,1.0,com
http://americanflyers.net,Autos_and_Vehicles,0.7994,net
http://americanlifestyle.com,Health,0.6024,com
http://americanrifleman.org,Recreation_and_Hobbies,0.5896,org
http://americansignaturefurniture.com,Shopping,0.7662,com
http://amfam.com,Finance,0.5916,com
http://amgen.com,Business_and_Industry,0.5583,com
http://amica.com,Finance,0.7917,com
http://amigobingo.com,Gambling,0.5327,com
http://amm.com,Business_and_Industry,0.8078,com
http://ammoseek.com,Recreation_and_Hobbies,0.5891,com
http://amovens.com,Autos_and_Vehicles,0.783,com
http://ampxchange.com,Internet_and_Telecom,0.5851,com
http://amr.net,Health,1.0,net
http://amsvans.com,Autos_and_Vehicles,0.7554,com
http://amvbeautycare.gr,Beauty_and_Fitness,0.7633,gr
http://ana-white.com,Home_and_Garden,0.5763,com
http://analysys.cn,Home_and_Garden,1.0,cn
http://analytical360.com,Health,1.0,com
http://anarchy-online.com,Games,1.0,com
http://anastasiadates.com,People_and_Society,1.0,com
http://ancientegyptonline.co.uk,People_and_Society,0.595,uk
http://andrewstoeten.com,Sports,0.6048,com
http://androidnewtab.com,Computer_and_Electronics,0.6327,com
http://angelicpretty-usa.com,Shopping,0.8055,com
http://angelswifelovers.net,Adult,1.0,net
http://anglingaddicts.co.uk,Books_and_Literature,0.5017,uk
http://angrybirdsoyna.com,Games,1.0,com
http://anime-planet.com,Arts_and_Entertainment,0.7591,com
http://animesforever.com,Arts_and_Entertainment,0.8072,com
http://anjuke.com,Business_and_Industry,0.559,com
http://annabelleswigs.co.uk,Beauty_and_Fitness,0.5956,uk
http://annenbergfoundation.org,People_and_Society,0.7977,org
http://anniversairedemariage.com,Shopping,0.5949,com
http://annmariegianni.com,Beauty_and_Fitness,1.0,com
http://anontop.com,Adult,0.5977,com
http://anony.ws,Internet_and_Telecom,1.0,ws
http://anonysurfer.com,Computer_and_Electronics,0.6064,com
http://another71.com,Career_and_Education,0.5851,com
http://ans.org,Science,0.5651,org
http://answers.footlocker.com,Autos_and_Vehicles,1.0,com
http://answers.hotshot.com,Business_and_Industry,1.0,com
http://answers.medchrome.com,Internet_and_Telecom,0.5416,com
http://answers.softonic.cn,Computer_and_Electronics,0.5535,cn
http://answers.softonic.jp,Computer_and_Electronics,0.7677,jp
http://answersbd.com,Internet_and_Telecom,0.5932,com
http://antaira.com,Computer_and_Electronics,0.7204,com
http://anti-virus-download.com,Computer_and_Electronics,0.7667,com
http://antikhaliyikama34.com,Business_and_Industry,0.6197,com
http://antiqueradiorepairs.ca,Recreation_and_Hobbies,0.7571,ca
http://antiquestoves.us,Shopping,0.806,us
http://antivirus-help.com,Computer_and_Electronics,0.789,com
http://anype.com,Internet_and_Telecom,0.5543,com
http://anywho.com,Reference,0.594,com
http://anz.com,Finance,1.0,com
http://anzhuoapk.com,Computer_and_Electronics,0.8014,com
http://aoac.org,Science,0.7637,org
http://ap.gov.in,Books_and_Literature,1.0,in
http://apajh.org,People_and_Society,0.5872,org
http://apaonline.org,People_and_Society,0.7687,org
http://apexmovement.com,Sports,0.559,com
http://apiary.io,Computer_and_Electronics,1.0,io
http://apiculture.com,Autos_and_Vehicles,1.0,com
http://aplusbenefits.com,Business_and_Industry,0.5868,com
http://aplusphysics.com,Science,0.8113,com
http://apollopharmacy.in,Health,0.7639,in
http://apotex.com,Health,0.7611,com
http://appetitetheatre.com,Food_and_Drink,0.7681,com
http://appliedmaterials.com,Business_and_Industry,0.8025,com
http://appscase.com,Computer_and_Electronics,0.7893,com
http://apress.com,Books_and_Literature,0.5862,com
http://aps.com,Business_and_Industry,0.6006,com
http://apteachers.in,Career_and_Education,1.0,in
http://apuesta24.com,Gambling,0.5828,com
http://aquariacentral.com,Internet_and_Telecom,0.6041,com
http://aquaticabyseaworld.com,Recreation_and_Hobbies,0.7659,com
http://aquaticcommunity.com,Pets_and_Animals,0.7887,com
http://aquaticplantcentral.com,Pets_and_Animals,0.5982,com
http://aquaticquotient.com,Pets_and_Animals,0.7945,com
http://arabic-keyboard.org,Computer_and_Electronics,0.6087,org
http://aramex.com,Business_and_Industry,0.767,com
http://arbonne.com,Beauty_and_Fitness,0.5788,com
http://archdaily.cn,Arts_and_Entertainment,0.6033,cn
http://archeage.jp,Beauty_and_Fitness,1.0,jp
http://archgo.com,Arts_and_Entertainment,0.793,com
http://archinform.net,Arts_and_Entertainment,1.0,net
http://archiportale.com,Arts_and_Entertainment,0.5382,com
http://archirabat.com,Career_and_Education,0.6047,com
http://architectureartdesigns.com,Arts_and_Entertainment,0.8025,com
http://archives-departementales.com,Reference,0.5617,com
http://archives.bg,Reference,1.0,bg
http://archiveshub.ac.uk,Reference,0.8124,uk
http://archlinux.org,Computer_and_Electronics,0.7767,org
http://archnet.org,Reference,0.5494,org
http://arcol-rugby.com,Sports,0.5328,com
http://ardent-peche.com,Sports,1.0,com
http://arenavalue.com,Games,1.0,com
http://arguscarhire.com,Autos_and_Vehicles,0.7884,com
http://arianeb.com,Games,0.5809,com
http://arihantbooks.com,Books_and_Literature,0.5502,com
http://arizonarugby.org,Sports,0.7542,org
http://armorcast.com,Shopping,0.6029,com
http://armoredpenguin.com,Games,0.5522,com
http://armstrongeconomics.com,Finance,0.5859,com
http://army.gr,Law_and_Government,0.5664,gr
http://arpin.ir,Shopping,0.6129,ir
http://arqa.com,Arts_and_Entertainment,0.5839,com
http://arrayit.com,Business_and_Industry,0.7917,com
http://arrowheadpride.com,Sports,0.7628,com
http://art-4-home.com,Arts_and_Entertainment,0.5735,com
http://artenocorpo.com,Beauty_and_Fitness,0.8137,com
http://arthritis.org,Health,0.5736,org
http://artistwebsites.com,Arts_and_Entertainment,0.803,com
http://artmajeur.com,Arts_and_Entertainment,0.552,com
http://artnindia.com,Career_and_Education,1.0,com
http://artpal.com,Arts_and_Entertainment,0.7843,com
http://ascensionhealth.org,Health,0.565,org
http://ascopubs.org,Health,0.5894,org
http://aseveljet.net,Games,0.7994,net
http://ashbridgesvolleyball.com,Sports,0.7899,com
http://asia.edu.tw,Career_and_Education,0.7706,tw
http://asianfanfics.com,Books_and_Literature,0.5675,com
http://asianpaints.com,Home_and_Garden,0.783,com
http://askapatient.com,Health,0.5879,com
http://askgfk.com,Business_and_Industry,0.6148,com
http://askowen.info,Reference,0.7528,info
http://askwaltstollmd.com,Career_and_Education,1.0,com
http://asmclk.com,Business_and_Industry,0.6105,com
http://asrai.org,Internet_and_Telecom,0.785,org
http://assabile.com,People_and_Society,1.0,com
http://assistedseniorliving.net,Health,0.8122,net
http://associateliving.com,Home_and_Garden,0.5831,com
http://asthmanomore.blogspot.com,Health,0.5681,com
http://astroarts.co.jp,Arts_and_Entertainment,0.6371,jp
http://astrobio.net,Science,0.7649,net
http://astrojem.com,Science,1.0,com
http://astronews.com,Science,0.5946,com
http://athome.co.jp,Business_and_Industry,0.6013,jp
http://atlantafalcons.com,Sports,0.7915,com
http://atlanticcigar.com,Recreation_and_Hobbies,1.0,com
http://atlanticfirearms.com,Recreation_and_Hobbies,0.5665,com
http://atmentalhealth.jp,Health,1.0,jp
http://atoz2u.com,Shopping,0.5979,com
http://atriushealth.org,Health,0.7583,org
http://auditoriaswireless.net,Books_and_Literature,0.7155,net
http://ausetute.com.au,Career_and_Education,0.7708,au
http://auspost.com.au,Business_and_Industry,0.5833,au
http://austintexas.gov,Law_and_Government,0.5829,gov
http://australia-migration.com,Law_and_Government,1.0,com
http://auto-price-saver.com,Autos_and_Vehicles,1.0,com
http://auto-roundup.com,Autos_and_Vehicles,1.0,com
http://auto.co.il,Autos_and_Vehicles,1.0,il
http://auto.ifeng.com,Autos_and_Vehicles,0.793,com
http://autoddl.com,Internet_and_Telecom,1.0,com
http://autoescape.com,Autos_and_Vehicles,0.5727,com
http://autointell.com,Autos_and_Vehicles,0.5602,com
http://automotive.com,Autos_and_Vehicles,0.5618,com
http://autonews.com,Autos_and_Vehicles,0.7641,com
http://autoportal.com,Autos_and_Vehicles,0.7725,com
http://autoproyecto.com,Autos_and_Vehicles,0.5433,com
http://autoscout24.net,Autos_and_Vehicles,0.7704,net
http://auvi-q.com,Health,1.0,com
http://av-test.org,Computer_and_Electronics,0.7648,org
http://avcom.co.za,Books_and_Literature,1.0,za
http://aveclexv.com,Sports,0.8154,com
http://aveneusa.com,Beauty_and_Fitness,1.0,com
http://aviator.edu,Autos_and_Vehicles,0.7986,edu
http://avizandumbirdsforsale.co.za,Pets_and_Animals,0.8055,za
http://avoca.com,Shopping,0.7717,com
http://avpixlat.info,News_and_Media,1.0,info
http://avroyshlain.co.za,Beauty_and_Fitness,0.5862,za
http://avtaotao.com,Adult,0.5778,com
http://awardsandshows.com,Arts_and_Entertainment,0.7663,com
http://awardshownow.com,Arts_and_Entertainment,0.5635,com
http://awof.com.au,Sports,1.0,au
http://aworkoutroutine.com,Beauty_and_Fitness,0.5455,com
http://axisbank.com,Finance,0.7797,com
http://ayi.com,People_and_Society,1.0,com
http://aynrand.org,People_and_Society,0.5802,org
http://azu.com,Games,0.7741,com
http://b2bgamingservices.com,Internet_and_Telecom,1.0,com
http://baba-mail.co.il,News_and_Media,0.559,il
http://babble.com,People_and_Society,0.5926,com
http://baby-health.info,Health,0.7204,info
http://baby611.com,Health,0.7531,com
http://babybin.com,Shopping,0.5726,com
http://babycenter.com,Health,0.7728,com
http://babycenter.in,Health,0.6006,in
http://babygaga.com,Health,0.566,com
http://babyhome.com.tw,Health,0.5601,tw
http://babynames.com,Reference,0.8176,com
http://babynames.net,People_and_Society,0.5568,net
http://babynamescountry.com,Reference,0.5578,com
http://babynamesdirect.com,Reference,0.5798,com
http://babynamespedia.com,Reference,0.5637,com
http://baccus6mm.com,Games,0.6014,com
http://backupcare.org,Health,0.5871,org
http://backyardchickens.com,Pets_and_Animals,0.7885,com
http://backyardfair.com,Home_and_Garden,0.5513,com
http://baiduyun.me,Internet_and_Telecom,0.8014,me
http://baileylaughs.com,Arts_and_Entertainment,0.6323,com
http://bakaav.com,Games,1.0,com
http://bakecaincontrii.com,People_and_Society,0.5954,com
http://bakercharters.org,Career_and_Education,1.0,org
http://bakerhughes.com,Business_and_Industry,1.0,com
http://baku2015.com,News_and_Media,0.6034,com
http://balansir.com,Sports,0.5328,com
http://baltimorebeach.com,Sports,0.5649,com
http://bamilo.com,Shopping,0.779,com
http://bammyawards.org,Arts_and_Entertainment,0.5915,org
http://banesco.com,Finance,0.5699,com
http://bangkokbank.com,Finance,0.7904,com
http://bankhapoalim.co.il,Finance,0.5713,il
http://bankrollmob.com,Gambling,0.5523,com
http://bareescentuals.com,Beauty_and_Fitness,1.0,com
http://bargainballoons.com,Shopping,0.7982,com
http://barnardos.org.uk,People_and_Society,0.7662,uk
http://barstoolsports.com,News_and_Media,0.5761,com
http://bartswatersports.com,Shopping,0.6064,com
http://baseball-lab.jp,Sports,0.8028,jp
http://baseballfactory.com,Sports,0.5938,com
http://basenotes.net,Beauty_and_Fitness,0.7803,net
http://basf.net,Business_and_Industry,0.6131,net
http://basharacare.com,Beauty_and_Fitness,0.7844,com
http://bashooka.com,Internet_and_Telecom,1.0,com
http://basket-infos.com,Sports,0.7588,com
http://basketballinsiders.com,Sports,0.8159,com
http://basketfaul.com,Sports,0.5551,com
http://basketinforum.com,Internet_and_Telecom,0.5959,com
http://bassmaster.com,Sports,0.7716,com
http://basspro.com,Shopping,0.5461,com
http://bat.com,Recreation_and_Hobbies,1.0,com
http://batanga.com,News_and_Media,0.5782,com
http://batmandelivers.com,Food_and_Drink,0.5769,com
http://battlefy.com,Games,0.5599,com
http://batuhanates.com,Internet_and_Telecom,1.0,com
http://bayarearidersforum.com,Autos_and_Vehicles,0.5909,com
http://baycare.org,Health,1.0,org
http://bayer-foundations.com,People_and_Society,0.6143,com
http://bcwildfire.ca,Law_and_Government,0.5477,ca
http://bdjobs.com,Career_and_Education,0.8099,com
http://bdoutdoors.com,Sports,1.0,com
http://beach-news.com,News_and_Media,0.7887,com
http://beards.org,Beauty_and_Fitness,0.7629,org
http://beauty-zone.org,Beauty_and_Fitness,0.76,org
http://beautybay.com,Beauty_and_Fitness,1.0,com
http://beautyexchange.com.hk,Beauty_and_Fitness,0.8106,hk
http://bebee.com,Internet_and_Telecom,0.781,com
http://bebek.com,Health,0.5667,com
http://bebekvar.net,Health,0.7929,net
http://bebzol.com,Arts_and_Entertainment,0.5778,com
http://beccacosmetics.com,Beauty_and_Fitness,1.0,com
http://beckershospitalreview.com,Health,0.5501,com
http://beckhoff.com,Computer_and_Electronics,0.6074,com
http://beckman.com,Health,0.5887,com
http://bedofnailsnyc.com,Beauty_and_Fitness,0.624,com
http://beeg.us.com,Adult,1.0,com
http://beekeeping.com,Pets_and_Animals,0.5906,com
http://beenaps.com,Reference,0.8074,com
http://beenverified.com,Internet_and_Telecom,0.6169,com
http://beergardens.jp,Food_and_Drink,0.5491,jp
http://beeslighting.com,Shopping,0.5865,com
http://beesource.com,Pets_and_Animals,0.6022,com
http://beforeandafterweightloss.tumblr.com,Beauty_and_Fitness,1.0,com
http://behavioralengine.com,Internet_and_Telecom,0.7996,com
http://behindthesteelcurtain.com,Sports,0.5883,com
http://beiersdorfgroup.com,Beauty_and_Fitness,0.6029,com
http://bel-india.com,Law_and_Government,0.6229,com
http://belancer.com,Career_and_Education,0.8088,com
http://bellator.com,Sports,0.5564,com
http://bellavitaskincare.com,Beauty_and_Fitness,1.0,com
http://bellefit.com,Health,0.5695,com
http://belletoday.com.ph,Health,0.6018,ph
http://belsomra.com,Health,0.776,com
http://belviq.com,Beauty_and_Fitness,0.5614,com
http://benco.com,Health,1.0,com
http://benessere360.com,Health,0.8014,com
http://bengo4.com,Law_and_Government,1.0,com
http://benzinga.com,News_and_Media,0.5954,com
http://berries.com,Food_and_Drink,0.5967,com
http://bertil.com,Gambling,1.0,com
http://bestairboattours.com,Travel,0.6042,com
http://bestanimations.com,Arts_and_Entertainment,0.791,com
http://bestappinstalls.com,Computer_and_Electronics,0.7951,com
http://bestcasinoapps.com,Gambling,0.7975,com
http://bestpenisextendercompare.com,Health,0.5987,com
http://besttrafficschool.com,Career_and_Education,0.5649,com
http://bet365.com.au,Gambling,0.7709,au
http://betasoft.com.cn,Computer_and_Electronics,0.5547,cn
http://betcris.com,Gambling,0.7929,com
http://beterbingo.com,Gambling,0.8258,com
http://betexplorer.com,Gambling,0.7602,com
http://betmarathon.com,Gambling,1.0,com
http://betrally.com,Gambling,1.0,com
http://betsafe.com,Gambling,0.5825,com
http://bettercater.com,Computer_and_Electronics,0.6065,com
http://bettingtradition.com,Gambling,0.5682,com
http://beveragefactory.com,Food_and_Drink,0.5518,com
http://bevyup.com,Business_and_Industry,1.0,com
http://beygir.com,Sports,0.5986,com
http://beyondtheboxscore.com,Sports,1.0,com
http://beyondyourgenetics.com,Health,1.0,com
http://bfebilling.com,Finance,0.6094,com
http://bg-mamma.com,People_and_Society,0.788,com
http://bglov.com,Recreation_and_Hobbies,0.5623,com
http://bgmaps.com,Reference,0.785,com
http://bharatmatrimony.com,People_and_Society,0.7944,com
http://bhr.org,Health,0.7799,org
http://bible.org,People_and_Society,0.6452,org
http://biblia.com,People_and_Society,1.0,com
http://bibliotecapleyades.net,Reference,0.6063,net
http://bicentenariobu.com,Finance,0.547,com
http://bidfta.com,Shopping,1.0,com
http://bigblueview.com,Sports,0.5869,com
http://bigcityvolleyball.com,Sports,1.0,com
http://bigfooty.com,Sports,0.6112,com
http://bigmuscle.com,Adult,0.5833,com
http://bigza.com,News_and_Media,0.7884,com
http://bikedekho.com,Autos_and_Vehicles,0.5835,com
http://bikemag.com,Sports,0.5912,com
http://bikez.com,Autos_and_Vehicles,0.7929,com
http://binaryuno.com,Finance,0.8113,com
http://bingeeatingdisorder.com,Health,0.5577,com
http://bingo-winners.com,Gambling,0.7878,com
http://bingoflash.com,Gambling,0.7837,com
http://bingoformoney.ag,Gambling,1.0,ag
http://bingogiving.com,Gambling,0.8242,com
http://bingohollywood.com,Gambling,0.7712,com
http://bingoiceland.com,Gambling,1.0,com
http://bingolot.com,Gambling,0.7822,com
